Наименование маршрута,lat,lon,city
Прогулки в прошлое,53.070743,103.346019,Свирск
Прогулки в прошлое,53.071903,103.346007,Свирск
Прогулки в прошлое,53.071903,103.346277,Свирск
Прогулки в прошлое,53.071699,103.346276,Свирск
Прогулки в прошлое,53.07175,103.348889,Свирск
Прогулки в прошлое,53.071597,103.348886,Свирск
Прогулки в прошлое,53.071505,103.348841,Свирск
Прогулки в прошлое,53.071493,103.348822,Свирск
Обзорная экскурсия по городу Свирску,53.053855,103.332466,Свирск
Обзорная экскурсия по городу Свирску,53.053874,103.332625,Свирск
Обзорная экскурсия по городу Свирску,53.053867,103.332867,Свирск
Обзорная экскурсия по городу Свирску,53.053779,103.33326,Свирск
Обзорная экскурсия по городу Свирску,53.053639,103.334301,Свирск
Обзорная экскурсия по городу Свирску,53.053598,103.335237,Свирск
Обзорная экскурсия по городу Свирску,53.053625,103.335506,Свирск
Обзорная экскурсия по городу Свирску,53.053703,103.335729,Свирск
Обзорная экскурсия по городу Свирску,53.054099,103.336376,Свирск
Обзорная экскурсия по городу Свирску,53.05417,103.336685,Свирск
Обзорная экскурсия по городу Свирску,53.054311,103.336986,Свирск
Обзорная экскурсия по городу Свирску,53.05438,103.33721,Свирск
Обзорная экскурсия по городу Свирску,53.05447,103.337362,Свирск
Обзорная экскурсия по городу Свирску,53.055512,103.337334,Свирск
Обзорная экскурсия по городу Свирску,53.056264,103.337281,Свирск
Обзорная экскурсия по городу Свирску,53.059065,103.337165,Свирск
Обзорная экскурсия по городу Свирску,53.060026,103.337088,Свирск
Обзорная экскурсия по городу Свирску,53.061236,103.337091,Свирск
Обзорная экскурсия по городу Свирску,53.062919,103.337046,Свирск
Обзорная экскурсия по городу Свирску,53.065235,103.337048,Свирск
Обзорная экскурсия по городу Свирску,53.065252,103.338549,Свирск
Обзорная экскурсия по городу Свирску,53.065771,103.338554,Свирск
Обзорная экскурсия по городу Свирску,53.06634,103.338516,Свирск
Обзорная экскурсия по городу Свирску,53.066327,103.339099,Свирск
Обзорная экскурсия по городу Свирску,53.066451,103.339809,Свирск
Обзорная экскурсия по городу Свирску,53.066467,103.340254,Свирск
Обзорная экскурсия по городу Свирску,53.066458,103.341615,Свирск
Обзорная экскурсия по городу Свирску,53.066447,103.342667,Свирск
Обзорная экскурсия по городу Свирску,53.066432,103.344114,Свирск
Обзорная экскурсия по городу Свирску,53.067139,103.344104,Свирск
Обзорная экскурсия по городу Свирску,53.067149,103.34563,Свирск
Обзорная экскурсия по городу Свирску,53.067515,103.345627,Свирск
Обзорная экскурсия по городу Свирску,53.067517,103.345729,Свирск
Обзорная экскурсия по городу Свирску,53.067523,103.346124,Свирск
Обзорная экскурсия по городу Свирску,53.068627,103.34611,Свирск
Обзорная экскурсия по городу Свирску,53.069328,103.346087,Свирск
Обзорная экскурсия по городу Свирску,53.070743,103.346019,Свирск
Обзорная экскурсия по городу Свирску,53.071903,103.346007,Свирск
Обзорная экскурсия по городу Свирску,53.072781,103.345998,Свирск
Обзорная экскурсия по городу Свирску,53.072852,103.34603,Свирск
Обзорная экскурсия по городу Свирску,53.072842,103.346277,Свирск
Обзорная экскурсия по городу Свирску,53.073989,103.346249,Свирск
Обзорная экскурсия по городу Свирску,53.072842,103.346277,Свирск
Обзорная экскурсия по городу Свирску,53.072852,103.34603,Свирск
Обзорная экскурсия по городу Свирску,53.072781,103.345998,Свирск
Обзорная экскурсия по городу Свирску,53.071903,103.346007,Свирск
Обзорная экскурсия по городу Свирску,53.071903,103.346277,Свирск
Обзорная экскурсия по городу Свирску,53.071699,103.346276,Свирск
Обзорная экскурсия по городу Свирску,53.07175,103.348889,Свирск
Обзорная экскурсия по городу Свирску,53.071802,103.34898,Свирск
Обзорная экскурсия по городу Свирску,53.071879,103.34905,Свирск
Обзорная экскурсия по городу Свирску,53.072958,103.348914,Свирск
Обзорная экскурсия по городу Свирску,53.071879,103.34905,Свирск
Обзорная экскурсия по городу Свирску,53.071802,103.34898,Свирск
Обзорная экскурсия по городу Свирску,53.07175,103.348889,Свирск
Обзорная экскурсия по городу Свирску,53.071699,103.346276,Свирск
Обзорная экскурсия по городу Свирску,53.071903,103.346277,Свирск
Обзорная экскурсия по городу Свирску,53.071903,103.346007,Свирск
Обзорная экскурсия по городу Свирску,53.072781,103.345998,Свирск
Обзорная экскурсия по городу Свирску,53.072852,103.34603,Свирск
Обзорная экскурсия по городу Свирску,53.075007,103.346005,Свирск
Обзорная экскурсия по городу Свирску,53.076146,103.34595,Свирск
Обзорная экскурсия по городу Свирску,53.076327,103.345956,Свирск
Обзорная экскурсия по городу Свирску,53.077347,103.34596,Свирск
Обзорная экскурсия по городу Свирску,53.077341,103.345557,Свирск
Обзорная экскурсия по городу Свирску,53.077347,103.34596,Свирск
Обзорная экскурсия по городу Свирску,53.076327,103.345956,Свирск
Обзорная экскурсия по городу Свирску,53.076301,103.342824,Свирск
Обзорная экскурсия по городу Свирску,53.076299,103.341485,Свирск
Обзорная экскурсия по городу Свирску,53.076284,103.339391,Свирск
Обзорная экскурсия по городу Свирску,53.076145,103.339392,Свирск
Обзорная экскурсия по городу Свирску,53.075699,103.339397,Свирск
Обзорная экскурсия по городу Свирску,53.074956,103.339404,Свирск
Обзорная экскурсия по городу Свирску,53.074955,103.341489,Свирск
Обзорная экскурсия по городу Свирску,53.074961,103.342166,Свирск
Обзорная экскурсия по городу Свирску,53.074967,103.342856,Свирск
Обзорная экскурсия по городу Свирску,53.076154,103.342826,Свирск
Обзорная экскурсия по городу Свирску,53.076301,103.342824,Свирск
Обзорная экскурсия по городу Свирску,53.076299,103.341485,Свирск
Обзорная экскурсия по городу Свирску,53.077166,103.341458,Свирск
Обзорная экскурсия по городу Свирску,53.0773,103.341456,Свирск
Обзорная экскурсия по городу Свирску,53.077301,103.339436,Свирск
Обзорная экскурсия по городу Свирску,53.0773,103.339297,Свирск
Обзорная экскурсия по городу Свирску,53.077569,103.339112,Свирск
Обзорная экскурсия по городу Свирску,53.078514,103.338369,Свирск
Обзорная экскурсия по городу Свирску,53.079248,103.337867,Свирск
Обзорная экскурсия по городу Свирску,53.079403,103.33779,Свирск
Обзорная экскурсия по городу Свирску,53.079812,103.337671,Свирск
Обзорная экскурсия по городу Свирску,53.080689,103.337465,Свирск
Обзорная экскурсия по городу Свирску,53.081178,103.337361,Свирск
Обзорная экскурсия по городу Свирску,53.081172,103.336922,Свирск
Обзорная экскурсия по городу Свирску,53.080983,103.335656,Свирск
Обзорная экскурсия по городу Свирску,53.080902,103.335214,Свирск
Обзорная экскурсия по городу Свирску,53.080794,103.334817,Свирск
Обзорная экскурсия по городу Свирску,53.080538,103.33418,Свирск
Обзорная экскурсия по городу Свирску,53.080462,103.333947,Свирск
Обзорная экскурсия по городу Свирску,53.082355,103.332933,Свирск
Обзорная экскурсия по городу Свирску,53.083392,103.332426,Свирск
Обзорная экскурсия по городу Свирску,53.084553,103.331404,Свирск
Обзорная экскурсия по городу Свирску,53.083947,103.329215,Свирск
Обзорная экскурсия по городу Свирску,53.083996,103.329102,Свирск
Обзорная экскурсия по городу Свирску,53.083969,103.328981,Свирск
Обзорная экскурсия по городу Свирску,53.083907,103.328702,Свирск
Обзорная автобусная экскурсия по г. Братску,56.153483,101.629039,Братск
Обзорная автобусная экскурсия по г. Братску,56.153257,101.629779,Братск
Обзорная автобусная экскурсия по г. Братску,56.152994,101.629511,Братск
Обзорная автобусная экскурсия по г. Братску,56.152934,101.62957,Братск
Обзорная автобусная экскурсия по г. Братску,56.152773,101.630128,Братск
Обзорная автобусная экскурсия по г. Братску,56.152501,101.631061,Братск
Обзорная автобусная экскурсия по г. Братску,56.152767,101.631362,Братск
Обзорная автобусная экскурсия по г. Братску,56.15271,101.631547,Братск
Обзорная автобусная экскурсия по г. Братску,56.152563,101.63204,Братск
Обзорная автобусная экскурсия по г. Братску,56.152427,101.631901,Братск
Обзорная автобусная экскурсия по г. Братску,56.152344,101.632137,Братск
Обзорная автобусная экскурсия по г. Братску,56.151949,101.631725,Братск
Обзорная автобусная экскурсия по г. Братску,56.152015,101.631481,Братск
Обзорная автобусная экскурсия по г. Братску,56.151559,101.631017,Братск
Обзорная автобусная экскурсия по г. Братску,56.151179,101.63063,Братск
Обзорная автобусная экскурсия по г. Братску,56.151273,101.630288,Братск
Обзорная автобусная экскурсия по г. Братску,56.151308,101.630101,Братск
Обзорная автобусная экскурсия по г. Братску,56.151308,101.629902,Братск
Обзорная автобусная экскурсия по г. Братску,56.150848,101.629393,Братск
Обзорная автобусная экскурсия по г. Братску,56.150445,101.629044,Братск
Обзорная автобусная экскурсия по г. Братску,56.150278,101.629044,Братск
Обзорная автобусная экскурсия по г. Братску,56.149847,101.629301,Братск
Обзорная автобусная экскурсия по г. Братску,56.149725,101.629278,Братск
Обзорная автобусная экскурсия по г. Братску,56.149466,101.629028,Братск
Обзорная автобусная экскурсия по г. Братску,56.149271,101.628839,Братск
Обзорная автобусная экскурсия по г. Братску,56.149008,101.628576,Братск
Обзорная автобусная экскурсия по г. Братску,56.148852,101.62912,Братск
Обзорная автобусная экскурсия по г. Братску,56.148625,101.628943,Братск
Обзорная автобусная экскурсия по г. Братску,56.14821,101.630298,Братск
Обзорная автобусная экскурсия по г. Братску,56.148149,101.63037,Братск
Обзорная автобусная экскурсия по г. Братску,56.148045,101.63073,Братск
Обзорная автобусная экскурсия по г. Братску,56.14741,101.632759,Братск
Обзорная автобусная экскурсия по г. Братску,56.147455,101.632877,Братск
Обзорная автобусная экскурсия по г. Братску,56.148311,101.633736,Братск
Обзорная автобусная экскурсия по г. Братску,56.148666,101.634076,Братск
Обзорная автобусная экскурсия по г. Братску,56.148642,101.634132,Братск
Обзорная автобусная экскурсия по г. Братску,56.147706,101.63458,Братск
Обзорная автобусная экскурсия по г. Братску,56.147542,101.635117,Братск
Обзорная автобусная экскурсия по г. Братску,56.146954,101.637045,Братск
Обзорная автобусная экскурсия по г. Братску,56.146898,101.637172,Братск
Обзорная автобусная экскурсия по г. Братску,56.146817,101.637357,Братск
Обзорная автобусная экскурсия по г. Братску,56.146378,101.637578,Братск
Обзорная автобусная экскурсия по г. Братску,56.146208,101.637775,Братск
Обзорная автобусная экскурсия по г. Братску,56.145939,101.6387,Братск
Обзорная автобусная экскурсия по г. Братску,56.145738,101.639328,Братск
Обзорная автобусная экскурсия по г. Братску,56.147212,101.640857,Братск
Обзорная автобусная экскурсия по г. Братску,56.147866,101.641503,Братск
Обзорная автобусная экскурсия по г. Братску,56.147707,101.642051,Братск
Обзорная автобусная экскурсия по г. Братску,56.147542,101.642619,Братск
Обзорная автобусная экскурсия по г. Братску,56.147473,101.642858,Братск
Обзорная автобусная экскурсия по г. Братску,56.147659,101.643029,Братск
Обзорная автобусная экскурсия по г. Братску,56.148292,101.643653,Братск
Обзорная автобусная экскурсия по г. Братску,56.148417,101.643255,Братск
Обзорная автобусная экскурсия по г. Братску,56.148776,101.643586,Братск
Обзорная автобусная экскурсия по г. Братску,56.149068,101.643865,Братск
Обзорная автобусная экскурсия по г. Братску,56.149385,101.644169,Братск
Обзорная автобусная экскурсия по г. Братску,56.149657,101.643207,Братск
Обзорная автобусная экскурсия по г. Братску,56.149906,101.643438,Братск
Обзорная автобусная экскурсия по г. Братску,56.149982,101.643059,Братск
Обзорная автобусная экскурсия по г. Братску,56.149982,101.642724,Братск
Обзорная автобусная экскурсия по г. Братску,56.149902,101.642432,Братск
Обзорная автобусная экскурсия по г. Братску,56.149675,101.642137,Братск
Обзорная автобусная экскурсия по г. Братску,56.149952,101.641244,Братск
Обзорная автобусная экскурсия по г. Братску,56.150155,101.640653,Братск
Обзорная автобусная экскурсия по г. Братску,56.150336,101.640851,Братск
Обзорная автобусная экскурсия по г. Братску,56.150472,101.640371,Братск
Обзорная автобусная экскурсия по г. Братску,56.150484,101.640279,Братск
Обзорная автобусная экскурсия по г. Братску,56.150481,101.64017,Братск
Обзорная автобусная экскурсия по г. Братску,56.150433,101.639862,Братск
Обзорная автобусная экскурсия по г. Братску,56.150701,101.638829,Братск
Обзорная автобусная экскурсия по г. Братску,56.150731,101.638854,Братск
Обзорная автобусная экскурсия по г. Братску,56.15091,101.638238,Братск
Обзорная автобусная экскурсия по г. Братску,56.151092,101.638421,Братск
Обзорная автобусная экскурсия по г. Братску,56.151236,101.637869,Братск
Обзорная автобусная экскурсия по г. Братску,56.15117,101.637477,Братск
Обзорная автобусная экскурсия по г. Братску,56.151472,101.636437,Братск
Обзорная автобусная экскурсия по г. Братску,56.152066,101.636994,Братск
Обзорная автобусная экскурсия по г. Братску,56.152196,101.63652,Братск
Обзорная автобусная экскурсия по г. Братску,56.15228,101.636593,Братск
Обзорная автобусная экскурсия по г. Братску,56.152467,101.63597,Братск
Обзорная автобусная экскурсия по г. Братску,56.153094,101.636619,Братск
Обзорная автобусная экскурсия по г. Братску,56.153069,101.636721,Братск
Обзорная автобусная экскурсия по г. Братску,56.153566,101.637241,Братск
Обзорная автобусная экскурсия по г. Братску,56.153793,101.637483,Братск
Обзорная автобусная экскурсия по г. Братску,56.153473,101.638595,Братск
Обзорная автобусная экскурсия по г. Братску,56.153814,101.638933,Братск
Обзорная автобусная экскурсия по г. Братску,56.154364,101.636907,Братск
Обзорная автобусная экскурсия по г. Братску,56.155895,101.638354,Братск
Обзорная автобусная экскурсия по г. Братску,56.155555,101.639493,Братск
Обзорная автобусная экскурсия по г. Братску,56.155146,101.640935,Братск
Обзорная автобусная экскурсия по г. Братску,56.155052,101.642395,Братск
Обзорная автобусная экскурсия по г. Братску,56.155017,101.643872,Братск
Обзорная автобусная экскурсия по г. Братску,56.154925,101.647503,Братск
Обзорная автобусная экскурсия по г. Братску,56.154912,101.648265,Братск
Обзорная автобусная экскурсия по г. Братску,56.15478,101.648832,Братск
Обзорная автобусная экскурсия по г. Братску,56.154912,101.648265,Братск
Обзорная автобусная экскурсия по г. Братску,56.154945,101.648396,Братск
Обзорная автобусная экскурсия по г. Братску,56.156172,101.649676,Братск
Обзорная автобусная экскурсия по г. Братску,56.156378,101.649879,Братск
Обзорная автобусная экскурсия по г. Братску,56.156748,101.650178,Братск
Обзорная автобусная экскурсия по г. Братску,56.1569,101.650111,Братск
Обзорная автобусная экскурсия по г. Братску,56.157003,101.649946,Братск
Обзорная автобусная экскурсия по г. Братску,56.157153,101.649991,Братск
Обзорная автобусная экскурсия по г. Братску,56.158298,101.651182,Братск
Обзорная автобусная экскурсия по г. Братску,56.158356,101.651106,Братск
Обзорная автобусная экскурсия по г. Братску,56.159383,101.650365,Братск
Обзорная автобусная экскурсия по г. Братску,56.159837,101.649174,Братск
Обзорная автобусная экскурсия по г. Братску,56.160383,101.647576,Братск
Обзорная автобусная экскурсия по г. Братску,56.160483,101.647286,Братск
Обзорная автобусная экскурсия по г. Братску,56.161217,101.64513,Братск
Обзорная автобусная экскурсия по г. Братску,56.161376,101.644884,Братск
Обзорная автобусная экскурсия по г. Братску,56.161462,101.644969,Братск
Обзорная автобусная экскурсия по г. Братску,56.161701,101.644271,Братск
Обзорная автобусная экскурсия по г. Братску,56.161946,101.643467,Братск
Обзорная автобусная экскурсия по г. Братску,56.162414,101.643189,Братск
Обзорная автобусная экскурсия по г. Братску,56.163003,101.64355,Братск
Обзорная автобусная экскурсия по г. Братску,56.163316,101.64362,Братск
Обзорная автобусная экскурсия по г. Братску,56.163507,101.644216,Братск
Обзорная автобусная экскурсия по г. Братску,56.163535,101.644347,Братск
Обзорная автобусная экскурсия по г. Братску,56.163616,101.645043,Братск
Обзорная автобусная экскурсия по г. Братску,56.163626,101.64518,Братск
Обзорная автобусная экскурсия по г. Братску,56.163606,101.645286,Братск
Обзорная автобусная экскурсия по г. Братску,56.163645,101.645517,Братск
Обзорная автобусная экскурсия по г. Братску,56.163664,101.64561,Братск
Обзорная автобусная экскурсия по г. Братску,56.163798,101.645865,Братск
Обзорная автобусная экскурсия по г. Братску,56.16405,101.646035,Братск
Обзорная автобусная экскурсия по г. Братску,56.164555,101.646304,Братск
Обзорная автобусная экскурсия по г. Братску,56.164677,101.646431,Братск
Обзорная автобусная экскурсия по г. Братску,56.164949,101.646976,Братск
Обзорная автобусная экскурсия по г. Братску,56.165177,101.647275,Братск
Обзорная автобусная экскурсия по г. Братску,56.165209,101.646776,Братск
Обзорная автобусная экскурсия по г. Братску,56.165282,101.646157,Братск
Обзорная автобусная экскурсия по г. Братску,56.165315,101.645502,Братск
Обзорная автобусная экскурсия по г. Братску,56.165462,101.646229,Братск
Обзорная автобусная экскурсия по г. Братску,56.165723,101.64666,Братск
Обзорная автобусная экскурсия по г. Братску,56.16596,101.646996,Братск
Обзорная автобусная экскурсия по г. Братску,56.166424,101.647538,Братск
Обзорная автобусная экскурсия по г. Братску,56.167519,101.648013,Братск
Обзорная автобусная экскурсия по г. Братску,56.167694,101.648237,Братск
Обзорная автобусная экскурсия по г. Братску,56.167833,101.648307,Братск
Обзорная автобусная экскурсия по г. Братску,56.168368,101.648382,Братск
Обзорная автобусная экскурсия по г. Братску,56.169665,101.649072,Братск
Обзорная автобусная экскурсия по г. Братску,56.170327,101.649322,Братск
Обзорная автобусная экскурсия по г. Братску,56.171437,101.649883,Братск
Обзорная автобусная экскурсия по г. Братску,56.171522,101.649636,Братск
Обзорная автобусная экскурсия по г. Братску,56.171629,101.649168,Братск
Обзорная автобусная экскурсия по г. Братску,56.171667,101.648579,Братск
Обзорная автобусная экскурсия по г. Братску,56.171754,101.648101,Братск
Обзорная автобусная экскурсия по г. Братску,56.172285,101.645119,Братск
Обзорная автобусная экскурсия по г. Братску,56.172973,101.640944,Братск
Обзорная автобусная экскурсия по г. Братску,56.173197,101.639419,Братск
Обзорная автобусная экскурсия по г. Братску,56.17323,101.639068,Братск
Обзорная автобусная экскурсия по г. Братску,56.173224,101.638864,Братск
Обзорная автобусная экскурсия по г. Братску,56.172812,101.637971,Братск
Обзорная автобусная экскурсия по г. Братску,56.173,101.637995,Братск
Обзорная автобусная экскурсия по г. Братску,56.173096,101.637954,Братск
Обзорная автобусная экскурсия по г. Братску,56.173159,101.637894,Братск
Обзорная автобусная экскурсия по г. Братску,56.173258,101.637713,Братск
Обзорная автобусная экскурсия по г. Братску,56.173429,101.637154,Братск
Обзорная автобусная экскурсия по г. Братску,56.173524,101.636673,Братск
Обзорная автобусная экскурсия по г. Братску,56.173714,101.636007,Братск
Обзорная автобусная экскурсия по г. Братску,56.173844,101.635258,Братск
Обзорная автобусная экскурсия по г. Братску,56.17396,101.634351,Братск
Обзорная автобусная экскурсия по г. Братску,56.174198,101.63321,Братск
Обзорная автобусная экскурсия по г. Братску,56.174452,101.631792,Братск
Обзорная автобусная экскурсия по г. Братску,56.17451,101.631541,Братск
Обзорная автобусная экскурсия по г. Братску,56.174658,101.630905,Братск
Обзорная автобусная экскурсия по г. Братску,56.174933,101.629012,Братск
Обзорная автобусная экскурсия по г. Братску,56.175016,101.628525,Братск
Обзорная автобусная экскурсия по г. Братску,56.175234,101.627593,Братск
Обзорная автобусная экскурсия по г. Братску,56.175422,101.626527,Братск
Обзорная автобусная экскурсия по г. Братску,56.175654,101.625033,Братск
Обзорная автобусная экскурсия по г. Братску,56.175789,101.624167,Братск
Обзорная автобусная экскурсия по г. Братску,56.175801,101.62409,Братск
Обзорная автобусная экскурсия по г. Братску,56.176945,101.624738,Братск
Обзорная автобусная экскурсия по г. Братску,56.17717,101.624584,Братск
Обзорная автобусная экскурсия по г. Братску,56.177512,101.624605,Братск
Обзорная автобусная экскурсия по г. Братску,56.178273,101.624837,Братск
Обзорная автобусная экскурсия по г. Братску,56.18213,101.624425,Братск
Обзорная автобусная экскурсия по г. Братску,56.182687,101.624425,Братск
Обзорная автобусная экскурсия по г. Братску,56.182677,101.624345,Братск
Обзорная автобусная экскурсия по г. Братску,56.184475,101.624121,Братск
Обзорная автобусная экскурсия по г. Братску,56.186482,101.623931,Братск
Обзорная автобусная экскурсия по г. Братску,56.187094,101.623866,Братск
Обзорная автобусная экскурсия по г. Братску,56.187415,101.623774,Братск
Обзорная автобусная экскурсия по г. Братску,56.188089,101.623805,Братск
Обзорная автобусная экскурсия по г. Братску,56.189449,101.623635,Братск
Обзорная автобусная экскурсия по г. Братску,56.189731,101.623633,Братск
Обзорная автобусная экскурсия по г. Братску,56.190487,101.623511,Братск
Обзорная автобусная экскурсия по г. Братску,56.191592,101.623398,Братск
Обзорная автобусная экскурсия по г. Братску,56.191839,101.623461,Братск
Обзорная автобусная экскурсия по г. Братску,56.191959,101.623567,Братск
Обзорная автобусная экскурсия по г. Братску,56.192161,101.623857,Братск
Обзорная автобусная экскурсия по г. Братску,56.192221,101.624016,Братск
Обзорная автобусная экскурсия по г. Братску,56.192281,101.623913,Братск
Обзорная автобусная экскурсия по г. Братску,56.192611,101.623614,Братск
Обзорная автобусная экскурсия по г. Братску,56.19277,101.623416,Братск
Обзорная автобусная экскурсия по г. Братску,56.192945,101.623115,Братск
Обзорная автобусная экскурсия по г. Братску,56.193052,101.622879,Братск
Обзорная автобусная экскурсия по г. Братску,56.193156,101.622563,Братск
Обзорная автобусная экскурсия по г. Братску,56.193328,101.621897,Братск
Обзорная автобусная экскурсия по г. Братску,56.193634,101.620307,Братск
Обзорная автобусная экскурсия по г. Братску,56.193799,101.61958,Братск
Обзорная автобусная экскурсия по г. Братску,56.193939,101.618706,Братск
Обзорная автобусная экскурсия по г. Братску,56.193992,101.618452,Братск
Обзорная автобусная экскурсия по г. Братску,56.194109,101.618113,Братск
Обзорная автобусная экскурсия по г. Братску,56.194912,101.617034,Братск
Обзорная автобусная экскурсия по г. Братску,56.195079,101.616882,Братск
Обзорная автобусная экскурсия по г. Братску,56.195702,101.616488,Братск
Обзорная автобусная экскурсия по г. Братску,56.195818,101.616367,Братск
Обзорная автобусная экскурсия по г. Братску,56.196208,101.615728,Братск
Обзорная автобусная экскурсия по г. Братску,56.196258,101.61558,Братск
Обзорная автобусная экскурсия по г. Братску,56.196336,101.61517,Братск
Обзорная автобусная экскурсия по г. Братску,56.19675,101.615056,Братск
Обзорная автобусная экскурсия по г. Братску,56.196964,101.615042,Братск
Обзорная автобусная экскурсия по г. Братску,56.197331,101.615063,Братск
Обзорная автобусная экскурсия по г. Братску,56.197794,101.615239,Братск
Обзорная автобусная экскурсия по г. Братску,56.198008,101.61538,Братск
Обзорная автобусная экскурсия по г. Братску,56.198279,101.615648,Братск
Обзорная автобусная экскурсия по г. Братску,56.19865,101.616147,Братск
Обзорная автобусная экскурсия по г. Братску,56.19964,101.617613,Братск
Обзорная автобусная экскурсия по г. Братску,56.200266,101.618484,Братск
Обзорная автобусная экскурсия по г. Братску,56.200461,101.618831,Братск
Обзорная автобусная экскурсия по г. Братску,56.200519,101.618902,Братск
Обзорная автобусная экскурсия по г. Братску,56.200724,101.61915,Братск
Обзорная автобусная экскурсия по г. Братску,56.203199,101.622733,Братск
Обзорная автобусная экскурсия по г. Братску,56.203669,101.62334,Братск
Обзорная автобусная экскурсия по г. Братску,56.204084,101.623812,Братск
Обзорная автобусная экскурсия по г. Братску,56.205437,101.625204,Братск
Обзорная автобусная экскурсия по г. Братску,56.205967,101.62571,Братск
Обзорная автобусная экскурсия по г. Братску,56.20705,101.626842,Братск
Обзорная автобусная экскурсия по г. Братску,56.210897,101.630692,Братск
Обзорная автобусная экскурсия по г. Братску,56.215901,101.635751,Братск
Обзорная автобусная экскурсия по г. Братску,56.216595,101.636479,Братск
Обзорная автобусная экскурсия по г. Братску,56.21719,101.637062,Братск
Обзорная автобусная экскурсия по г. Братску,56.217817,101.637633,Братск
Обзорная автобусная экскурсия по г. Братску,56.218054,101.637807,Братск
Обзорная автобусная экскурсия по г. Братску,56.218201,101.637957,Братск
Обзорная автобусная экскурсия по г. Братску,56.218821,101.63824,Братск
Обзорная автобусная экскурсия по г. Братску,56.21953,101.63856,Братск
Обзорная автобусная экскурсия по г. Братску,56.220046,101.638818,Братск
Обзорная автобусная экскурсия по г. Братску,56.220113,101.638578,Братск
Обзорная автобусная экскурсия по г. Братску,56.220406,101.638964,Братск
Обзорная автобусная экскурсия по г. Братску,56.221497,101.639318,Братск
Обзорная автобусная экскурсия по г. Братску,56.225797,101.641097,Братск
Обзорная автобусная экскурсия по г. Братску,56.227692,101.64184,Братск
Обзорная автобусная экскурсия по г. Братску,56.228616,101.642038,Братск
Обзорная автобусная экскурсия по г. Братску,56.229413,101.642068,Братск
Обзорная автобусная экскурсия по г. Братску,56.23021,101.641965,Братск
Обзорная автобусная экскурсия по г. Братску,56.231109,101.641727,Братск
Обзорная автобусная экскурсия по г. Братску,56.231849,101.641359,Братск
Обзорная автобусная экскурсия по г. Братску,56.23288,101.640687,Братск
Обзорная автобусная экскурсия по г. Братску,56.238625,101.636477,Братск
Обзорная автобусная экскурсия по г. Братску,56.240438,101.635108,Братск
Обзорная автобусная экскурсия по г. Братску,56.242116,101.634036,Братск
Обзорная автобусная экскурсия по г. Братску,56.243452,101.633637,Братск
Обзорная автобусная экскурсия по г. Братску,56.24473,101.633453,Братск
Обзорная автобусная экскурсия по г. Братску,56.247946,101.633111,Братск
Обзорная автобусная экскурсия по г. Братску,56.254359,101.632362,Братск
Обзорная автобусная экскурсия по г. Братску,56.25517,101.6323,Братск
Обзорная автобусная экскурсия по г. Братску,56.255595,101.632383,Братск
Обзорная автобусная экскурсия по г. Братску,56.255987,101.63257,Братск
Обзорная автобусная экскурсия по г. Братску,56.256375,101.63286,Братск
Обзорная автобусная экскурсия по г. Братску,56.256753,101.633322,Братск
Обзорная автобусная экскурсия по г. Братску,56.257249,101.634019,Братск
Обзорная автобусная экскурсия по г. Братску,56.257757,101.63444,Братск
Обзорная автобусная экскурсия по г. Братску,56.258324,101.634843,Братск
Обзорная автобусная экскурсия по г. Братску,56.25885,101.634998,Братск
Обзорная автобусная экскурсия по г. Братску,56.259286,101.635397,Братск
Обзорная автобусная экскурсия по г. Братску,56.259873,101.636245,Братск
Обзорная автобусная экскурсия по г. Братску,56.260433,101.637253,Братск
Обзорная автобусная экскурсия по г. Братску,56.260995,101.638358,Братск
Обзорная автобусная экскурсия по г. Братску,56.262011,101.638715,Братск
Обзорная автобусная экскурсия по г. Братску,56.263089,101.639228,Братск
Обзорная автобусная экскурсия по г. Братску,56.264369,101.640023,Братск
Обзорная автобусная экскурсия по г. Братску,56.267433,101.642084,Братск
Обзорная автобусная экскурсия по г. Братску,56.267391,101.642276,Братск
Обзорная автобусная экскурсия по г. Братску,56.267621,101.64243,Братск
Обзорная автобусная экскурсия по г. Братску,56.267596,101.642652,Братск
Обзорная автобусная экскурсия по г. Братску,56.267608,101.642705,Братск
Обзорная автобусная экскурсия по г. Братску,56.268323,101.643246,Братск
Обзорная автобусная экскурсия по г. Братску,56.268545,101.643444,Братск
Обзорная автобусная экскурсия по г. Братску,56.26863,101.643536,Братск
Обзорная автобусная экскурсия по г. Братску,56.268697,101.643667,Братск
Обзорная автобусная экскурсия по г. Братску,56.268738,101.643812,Братск
Обзорная автобусная экскурсия по г. Братску,56.268811,101.644071,Братск
Обзорная автобусная экскурсия по г. Братску,56.268879,101.644166,Братск
Обзорная автобусная экскурсия по г. Братску,56.26896,101.644446,Братск
Обзорная автобусная экскурсия по г. Братску,56.269225,101.652512,Братск
Обзорная автобусная экскурсия по г. Братску,56.269377,101.656433,Братск
Обзорная автобусная экскурсия по г. Братску,56.269386,101.656957,Братск
Обзорная автобусная экскурсия по г. Братску,56.269355,101.65706,Братск
Обзорная автобусная экскурсия по г. Братску,56.269227,101.657318,Братск
Обзорная автобусная экскурсия по г. Братску,56.269223,101.657403,Братск
Обзорная автобусная экскурсия по г. Братску,56.269287,101.658438,Братск
Обзорная автобусная экскурсия по г. Братску,56.269189,101.65862,Братск
