Наименование маршрута,lat,lon,city
Великий чайный путь по Кругоморскому тракту,51.552148,103.597885,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.552353,103.598977,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.552687,103.599712,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.553092,103.600008,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.553409,103.60037,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.553493,103.600436,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.553605,103.600451,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.553716,103.600435,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.553907,103.600604,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.554021,103.60086,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.554276,103.601049,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.554618,103.601159,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.55497,103.601328,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.555231,103.60162,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.555552,103.602116,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.555759,103.602313,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.556046,103.602473,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.556295,103.6025,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.556511,103.602613,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.557042,103.603161,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.557207,103.603219,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.557663,103.603624,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.558126,103.604187,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.558212,103.604438,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.558339,103.604585,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.558546,103.604675,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.558914,103.604605,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.559024,103.604638,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.559181,103.604853,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.559853,103.605393,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.560027,103.605491,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.56032,103.606028,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.560501,103.606223,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.560643,103.606268,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.560795,103.606212,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.560895,103.606243,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.561211,103.606494,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.561313,103.606652,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.561467,103.606791,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.561556,103.606948,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.56167,103.607363,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.561833,103.607512,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.562047,103.607573,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.562175,103.607683,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.562282,103.607935,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.562393,103.608373,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.562481,103.608482,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563004,103.608965,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563065,103.609095,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.56309,103.60929,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563051,103.609514,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563071,103.609732,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563252,103.610015,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.56362,103.610689,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563831,103.610992,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563856,103.611131,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.56385,103.611295,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.563915,103.611394,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.564247,103.611605,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.564511,103.611941,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.564659,103.612083,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.565087,103.612201,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.565257,103.612393,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.565533,103.612514,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.565652,103.612673,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.56582,103.613053,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.566006,103.613316,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.566357,103.614316,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.567163,103.615338,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.567319,103.615498,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.567622,103.615968,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.567955,103.616681,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.568208,103.617235,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.568246,103.617629,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.568353,103.617873,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.569488,103.619266,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.569865,103.61987,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.570046,103.620279,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.570271,103.620595,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.570561,103.620856,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.57159,103.621373,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.572213,103.621938,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.57245,103.62197,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.57267,103.621887,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.572962,103.621596,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.573184,103.621521,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.573552,103.621628,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.573897,103.621601,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.574339,103.62151,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.574608,103.621344,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.574986,103.621204,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.575189,103.621132,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.575743,103.621333,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.575918,103.621529,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.576454,103.622213,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.577063,103.622827,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.57759,103.622993,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.57839,103.623192,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.579564,103.623048,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.579884,103.622888,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.58038,103.623068,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.58064,103.623477,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.581227,103.623835,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.581975,103.624073,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.582348,103.624553,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.58259,103.625206,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.582817,103.625437,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.583394,103.625527,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.583834,103.626039,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.584154,103.62666,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.584359,103.627614,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.584559,103.628204,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.58465,103.628342,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.584844,103.628365,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.585787,103.628728,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.58708,103.629449,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.587663,103.629088,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.587995,103.629055,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.588272,103.628901,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.588839,103.629416,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.589386,103.630333,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.589581,103.630689,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.589693,103.631187,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.590048,103.631971,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.590361,103.632507,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.590578,103.632689,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.590898,103.632612,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.591344,103.632612,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.591613,103.6325,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.591803,103.632496,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.591967,103.63265,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.592066,103.632784,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.592286,103.632897,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.592464,103.632896,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.592922,103.63336,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.593829,103.633786,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.594469,103.634342,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.59492,103.63437,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.59527,103.634315,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.595692,103.63413,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.596336,103.634146,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.59661,103.634073,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.596988,103.633926,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.598051,103.6331,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.598349,103.63306,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.598782,103.63318,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.599287,103.633089,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.5997,103.633296,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.599924,103.63316,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.600245,103.633073,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.600552,103.633172,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.600781,103.633178,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.600923,103.633085,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.60117,103.632676,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.601284,103.632525,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.601429,103.63251,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.601651,103.632692,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.601923,103.633159,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.602073,103.633288,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.603349,103.633977,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.603892,103.633644,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.604312,103.633497,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.60489,103.633685,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.605448,103.633722,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.605894,103.63391,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.607287,103.63485,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.607533,103.634916,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.607825,103.635256,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.608073,103.636074,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.6083,103.636463,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.60852,103.636632,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.608761,103.636624,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.608916,103.636729,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.609098,103.636718,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.610304,103.636356,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.610505,103.636361,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.610985,103.636635,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.611135,103.636836,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.611278,103.637201,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.611431,103.637491,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.611649,103.637544,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.611723,103.637687,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.612147,103.638223,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.612208,103.638535,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.612187,103.639435,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.612441,103.639775,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.612765,103.639851,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.613696,103.639773,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.614024,103.639894,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.614418,103.640162,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.614572,103.640393,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.614939,103.641066,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.615269,103.641506,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.615369,103.641763,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.615604,103.641959,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.615669,103.64206,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.615928,103.642171,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.616193,103.642689,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.616547,103.642832,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.616751,103.642839,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.617051,103.642724,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.617211,103.642721,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.617344,103.642796,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.617424,103.642965,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.617513,103.643427,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.61771,103.643904,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.618093,103.645057,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.618599,103.646119,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.618629,103.646318,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.618626,103.646565,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.618691,103.646752,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.618943,103.647023,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.619102,103.647313,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.619379,103.648195,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.61964,103.649223,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.619772,103.649496,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.620002,103.64974,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.620155,103.650396,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.620269,103.650563,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.620436,103.650807,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.620498,103.651001,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.620662,103.651481,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.620808,103.651948,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.621092,103.653321,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.621382,103.653954,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.621564,103.654217,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.6218,103.654418,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.622909,103.656556,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.622981,103.65691,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.622991,103.657511,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.623039,103.657993,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.623201,103.658602,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.623253,103.659499,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.623394,103.659986,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.623719,103.660432,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.623917,103.661172,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.624022,103.661926,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.624248,103.66239,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625034,103.663173,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.62522,103.663664,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625234,103.664216,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625225,103.664637,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625275,103.665077,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625362,103.665415,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625352,103.665748,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625269,103.66615,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.62529,103.666995,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.62534,103.667721,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625802,103.669012,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.625991,103.669237,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.626055,103.669449,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.62611,103.669827,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.62621,103.670226,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.626468,103.670462,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.626575,103.67044,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.626899,103.671091,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.627603,103.671863,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.627815,103.672346,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.627885,103.672665,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.627908,103.67291,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.627921,103.673329,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.628137,103.673825,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.628375,103.674268,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.628681,103.674836,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.629137,103.67525,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.629739,103.676573,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.629914,103.676814,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.630021,103.677096,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.630157,103.677635,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.630221,103.678046,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.630345,103.678303,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.630549,103.67851,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.631311,103.678901,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.631737,103.679227,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.63213,103.679266,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.632398,103.679357,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.632633,103.679357,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.632826,103.679394,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633129,103.679662,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633679,103.680098,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633948,103.681075,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633838,103.681868,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633782,103.682785,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633629,103.683246,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633593,103.683678,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633589,103.684373,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633486,103.685562,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633772,103.687136,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.633888,103.688219,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.634289,103.690179,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.634404,103.690408,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.634691,103.690397,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.634808,103.690523,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.635223,103.690875,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.635373,103.691084,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.6356,103.691259,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.63589,103.691801,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636089,103.692462,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636193,103.692722,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636154,103.693117,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636179,103.693624,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.63627,103.694114,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636336,103.694241,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636462,103.694372,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636526,103.694513,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636858,103.694984,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.637592,103.696179,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636943,103.696995,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.63689,103.697107,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.636931,103.697217,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.637237,103.697638,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.637915,103.698526,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.638756,103.699597,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.640119,103.701145,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.640812,103.701881,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.641387,103.702492,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.641638,103.7028,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.642364,103.703701,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.643304,103.704769,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.643671,103.705246,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.643735,103.7053,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.643864,103.705312,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.643962,103.70513,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.644066,103.704901,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.644359,103.704107,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.644645,103.703358,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.644758,103.703165,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.644875,103.703048,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.644905,103.703036,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.644991,103.70302,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.645057,103.703043,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.645487,103.703584,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.645816,103.703995,Слюдянский район
Великий чайный путь по Кругоморскому тракту,51.646033,103.704265,Слюдянский район
