Наименование маршрута,name,query,url,short_name,address,coords,lat,lon,source,N_point,city
Что посмотреть в Саянске,"Саянск, Благовещенский храм",,,Церковь Благовещения Пресвятой Богородицы,"Благовещенский мкр, 4, Саянск, Иркутская обл., 666304","54.1060224491295, 102.18132909548852",54.1060224491295,102.18132909548852,https://www.izi.travel/ru/3e69-chto-posmotret-v-sayanske/ru,12,Саянск
Храмы Слюдянского района,"Слюдянка, Часовня святого пророка царя  Соломона",,,Часовня Соломона,"Выдрино, Иркутская обл. ","51.393577313461655, 104.64369947354126",51.393577313461655,104.64369947354126,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,1,Слюдянка
Храмы Слюдянского района,"Слюдянка, Часовня  Казанской иконы Божьей Матери",,,Часовня в честь Казанской иконы Божьей Матери,"Привокзальная улица, 14А, посёлок Солзан, Байкальское муниципальное образование, Слюдянский район, Иркутская область ","51.498987, 104.229528",51.498987,104.229528,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,2,Слюдянка
Храмы Слюдянского района,"Слюдянка, Храм Свято-Троицкий",,,Храм Свято-Троицкий,"3-й квартал, 23, микрорайон Южный, Байкальск, Байкальское муниципальное образование, Слюдянский район, Иркутская область ","51.510902, 104.145516",51.510902,104.145516,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,3,Слюдянка
Храмы Слюдянского района,"Слюдянка, Храм – часовня Архангела Михаила",,,Храм – часовня Архангела Михаила,"проезд Школьный, посёлок Утулик, Слюдянский район, Иркутская область ","51.537737, 104.055095",51.537737,104.055095,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,4,Слюдянка
Храмы Слюдянского района,"Слюдянка, Часовня святителя Николая Чудотворца",,,Часовня святителя Николая Чудотворца,"Сухо́й Руче́й, Иркутская обл., Россия, 665904","51.64450233610289, 103.75775420780896",51.64450233610289,103.75775420780896,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,5,Слюдянка
Храмы Слюдянского района,"Слюдянка, Храм Свято-Никольский",,,Церковь Николая Чудотворца,"ул. 40 лет Октября, 40, Слюдянка, Иркутская обл., 665904","51.6595381, 103.72586117733765",51.6595381,103.72586117733763,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,6,Слюдянка
Храмы Слюдянского района,"Слюдянка, Храм Святителя Николая",,,Храм Святителя Николая,"Култук, Иркутская обл., Россия, 665911","51.727331192578454, 103.70726320805247",51.72733119257845,103.70726320805248,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,7,Слюдянка
Храмы Слюдянского района,"Слюдянка, Часовня Свято – Никольская",,,Часовня Свято – Никольская,"Култук, Иркутская обл., Россия, 665911","51.72503985995949, 103.71346821763115",51.72503985995949,103.71346821763116,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,8,Слюдянка
Храмы Слюдянского района,"Слюдянка, Храм Сошествия Святого Духа  (строительство)",,,Храм Сошествия Святого Духа,"Быстрая, Иркутская обл., Россия, 665916","51.73594070615682, 103.45509032660394",51.73594070615682,103.45509032660394,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,9,Слюдянка
Храмы Слюдянского района,"Слюдянка, Храм пророка Илии (строительство)",,,Храм пророка Илии,"Тибельти, Иркутская обл., Россия, 665916","51.76870805895391, 103.24826344621101",51.76870805895391,103.248263446211,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,10,Слюдянка
Храмы Слюдянского района,"Слюдянка, Часовня Николая Чудотворца",,,Часовня Николая Чудотворца,"Ангасольская, Иркутская обл., Россия, 665917","51.7317927227672, 103.8303025024194",51.7317927227672,103.8303025024194,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,11,Слюдянка
Храмы Слюдянского района,"Слюдянка, Храм Преображения Господня",,,Храм Преображения Господня,"Иркутская обл., Россия, 665921","51.874027276965705, 104.79811199525663",51.874027276965705,104.79811199525663,https://www.izi.travel/ru/4810-khramy-slyudyanskogo-rayona/ru,12,Слюдянка
Прогулки по Старому Усть-Куту,"Усть-Кутский район, Детская библиотека №3",,,Детская библиотека №3,"ул. Островского, 13, Усть-Кут, Иркутская обл., Россия, 666787","56.75983023081532, 105.66884067070967",56.75983023081532,105.66884067070968,https://www.izi.travel/ru/7001-progulki-po-staromu-ust-kutu/ru,1,Усть-Кутский район
